customer_id,surname,gender,age,Geography,credit_score,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
15642570,Scott,Male,35,Spain,675,8,0.0,2,1,0,29062.25,0
15763171,Hu,Female,25,Germany,650,2,114330.95,1,1,1,25325.07,0
15719276,T'ao,Male,35,Spain,741,6,74371.49,1,0,0,99595.67,0
15674526,Byrne,Male,66,France,725,4,86459.8,1,1,1,141476.56,0
15770174,Piazza,Male,29,France,762,6,141389.06,1,1,0,54122.89,0
15597709,Hornung,Female,39,France,602,6,154121.32,2,1,0,176614.86,1
15685653,Benson,Female,40,Germany,585,3,162261.01,2,1,0,137028.51,0
15786308,Millar,Female,33,Spain,730,9,0.0,2,0,0,176576.62,0
15611365,Fanucci,Female,32,France,730,9,127661.69,1,0,0,60905.51,0
15681126,Baker,Female,38,Spain,702,2,0.0,1,1,1,161888.63,0
15583580,Chiawuotu,Female,35,Germany,566,1,123042.0,1,1,0,66245.44,1
15662152,Trevisan,Female,38,France,552,9,134105.01,1,0,0,57850.1,0
15753092,He,Male,35,Germany,791,5,129828.58,1,1,1,181918.26,1
15600821,Hardy,Male,69,France,721,2,108424.19,1,1,1,178418.35,0
15629750,Artyomova,Male,35,France,697,5,133087.76,1,1,0,64771.61,0
15701885,Tucker,Female,40,France,647,9,0.0,2,0,1,92357.21,0
15663883,Hansen,Male,32,Germany,850,9,141827.33,2,1,1,149458.73,0
15635177,Williamson,Female,66,Spain,597,3,0.0,1,1,1,70532.53,0
15751333,Atkinson,Female,36,France,695,2,0.0,2,0,1,167749.54,0
15787884,Martin,Female,30,France,692,7,0.0,2,1,1,18826.34,0
15702149,Fomin,Female,33,Germany,767,1,144753.21,1,1,1,132480.75,0
15574072,Ch'ien,Female,62,France,786,8,0.0,1,1,1,165702.64,0
15770719,Duncan,Female,39,France,697,6,151553.19,1,1,1,44946.29,0
15642063,Kelechi,Male,40,France,692,6,163505.16,1,0,0,90424.09,0
15577970,Alexeeva,Male,34,France,489,5,0.0,1,0,0,43540.59,0
15671137,MacDonald,Female,52,France,549,1,0.0,1,0,1,8636.05,1
15712121,Chidimma,Male,34,Spain,657,5,154983.98,1,1,0,27738.01,0
15589739,North,Male,41,France,698,3,90605.29,1,1,1,14357.0,0
15569120,Lucas,Male,30,France,615,7,0.0,2,1,1,156346.84,0
15573854,Chukwujekwu,Male,62,France,727,5,0.0,2,0,1,38652.96,0
15639303,Moore,Male,48,Germany,589,5,126111.61,1,0,1,133961.19,0
15696703,Dean,Male,27,Germany,691,3,160358.68,2,1,0,142367.72,0
15796115,Forbes,Female,40,Germany,689,4,78119.59,4,1,0,119259.34,1
15663164,Yudin,Male,49,Germany,663,7,116150.65,3,1,1,84358.71,1
15659931,Ibezimako,Female,55,Germany,637,1,123378.2,1,1,0,81431.99,1
15760121,Maynard,Male,32,France,712,9,100606.02,1,1,0,165693.06,0
15591036,Genovesi,Female,43,Germany,577,3,127940.47,1,0,0,125140.72,1
15681550,Lablanc,Female,41,France,614,8,121558.46,1,1,1,598.8,0
15585100,Rioux,Female,40,Germany,511,9,124401.6,1,1,0,198814.24,1
15568360,Rolon,Female,41,Spain,569,4,139840.36,1,1,1,163524.7,0
15745196,Verco,Female,35,France,571,8,0.0,2,0,0,84569.13,0
15805769,O'Loughlin,Male,33,Spain,656,4,0.0,2,1,0,116706.0,0
15777217,Somadina,Male,25,Spain,641,10,0.0,2,1,1,180808.39,0
15736534,Elkins,Male,33,Germany,742,0,181656.51,1,1,1,107667.91,0
15603565,Mackenzie,Female,56,Spain,603,5,90778.76,2,1,0,162223.67,1
15684267,Davila,Male,39,Germany,607,2,84468.67,2,1,1,121945.42,0
15672966,Cross,Female,64,Spain,682,9,0.0,2,1,1,103318.44,0
15744691,Tsai,Female,29,France,755,3,0.0,3,1,0,4733.94,0
15662578,Dettmann,Male,35,Germany,679,1,110245.13,1,1,1,178291.09,0
15780805,Lu,Female,35,France,585,2,0.0,2,1,0,98621.04,1
15699446,Hobbs,Female,25,Germany,816,2,150355.35,2,1,1,35770.84,0
15567860,Burrows,Female,44,Spain,581,7,189318.16,2,1,0,45026.23,1
15741643,Chiang,Male,35,Germany,777,7,122917.69,1,1,1,76169.68,0
15644692,Bibb,Female,47,France,546,8,0.0,1,1,1,66408.01,1
15709256,Glover,Female,28,France,850,9,0.0,2,1,1,164864.67,0
15729019,Arcuri,Male,34,Spain,602,8,98382.72,1,1,0,39542.0,0
15715394,Greece,Male,35,Spain,613,4,123557.65,2,0,1,170903.4,0
15800062,Lanford,Male,49,Spain,850,8,0.0,1,0,0,25867.67,1
15812241,Udinese,Male,59,Germany,438,7,127197.14,1,1,0,51565.98,1
15618566,Jamieson,Female,38,France,572,7,0.0,2,1,1,133122.62,0
15661548,Ferri,Female,29,France,683,0,157829.12,1,0,0,129891.66,0
15653050,Norriss,Female,76,Germany,719,10,95052.29,1,1,0,176244.87,0
15782778,Ewers,Male,35,France,815,4,0.0,2,0,1,198490.33,0
15770811,Wallace,Male,36,France,519,9,0.0,2,0,1,145562.4,0
15627697,Alekseyeva,Male,34,France,662,2,0.0,2,0,1,21497.27,0
15651627,White,Male,39,Germany,628,1,115341.19,1,1,1,107674.3,1
15664681,Aitken,Female,35,France,584,2,114321.28,2,0,0,15959.01,0
15709117,Fanucci,Female,46,Spain,823,3,81576.75,1,1,1,28370.95,1
15756871,Capon,Male,39,Spain,512,3,0.0,1,1,0,134878.19,0
15780220,Pauley,Male,38,France,656,10,0.0,1,1,1,136521.82,0
15679801,Hsueh,Female,39,Spain,712,5,163097.55,2,1,1,23702.42,0
15797627,Niehaus,Male,54,Spain,732,0,134249.7,1,0,1,13404.4,0
15582519,Seleznyov,Male,47,France,479,6,121797.09,1,0,1,5811.9,1
15679963,Moretti,Male,43,Germany,737,8,96353.8,1,0,0,10209.8,0
15804075,Chuang,Female,36,Germany,628,3,91286.51,1,1,0,63085.94,0
15752885,Nnonso,Male,42,France,529,1,157498.9,1,1,1,82276.62,0
15602572,Hsing,Male,33,France,720,9,0.0,2,1,1,142956.48,0
15648721,Hsueh,Male,64,France,711,4,0.0,2,1,1,3185.67,0
15807335,Spencer,Female,64,Spain,676,4,116954.32,1,1,1,91149.48,0
15701280,Romano,Male,24,France,576,3,0.0,1,0,1,78498.04,1
15774179,Sutherland,Male,37,France,487,6,0.0,2,1,1,126477.41,0
15634792,Weston,Female,40,France,516,9,0.0,2,0,1,33266.29,0
15728706,Amaechi,Female,49,France,534,7,0.0,1,1,0,13566.48,1
15579891,Milani,Male,52,France,714,4,100755.66,1,1,1,186775.25,0
15721462,Shubin,Female,58,Spain,622,2,0.0,2,1,1,33277.31,0
15800814,Palerma,Male,35,France,534,2,81951.74,2,1,0,115668.53,0
15774285,Kentish,Female,47,Spain,649,8,110783.28,1,1,1,71420.16,0
15656829,Hughes,Female,33,Spain,577,6,0.0,2,1,0,57975.8,0
15773421,Genovese,Female,42,France,673,4,0.0,2,1,0,121440.8,0
15566253,Manning,Male,44,Germany,580,9,143391.07,1,0,0,146891.07,1
15801994,Buccho,Male,31,France,775,9,0.0,2,1,0,169278.51,0
15642833,Akubundu,Female,30,France,608,8,0.0,2,1,0,128875.86,0
15812647,Yin,Male,34,France,691,8,133936.04,2,1,0,91359.79,0
15695299,Mordvinova,Female,45,France,590,2,81828.22,1,1,0,52167.97,0
15652667,Hampton,Male,39,France,590,9,0.0,2,1,1,104730.52,0
15791958,Mazzi,Female,41,France,849,6,0.0,2,1,1,169203.51,1
15791533,Ch'ien,Male,42,Spain,367,6,93608.28,1,1,0,168816.73,1
15744046,Andrejew,Male,33,Spain,606,8,0.0,2,1,1,63176.77,0
15572408,Chambers,Male,39,Germany,714,3,149887.49,2,1,0,63846.36,0
15570141,P'eng,Female,34,France,724,3,132352.69,1,1,0,80320.3,0
15760450,Rutherford,Male,43,France,512,1,0.0,2,1,1,52471.36,0
15773876,Tung,Female,34,France,655,3,0.0,2,1,0,159638.77,0
15678725,Chamberlin,Female,29,France,658,8,0.0,2,0,1,130461.09,0
15789498,Miller,Male,30,France,562,3,111099.79,2,0,0,140650.19,0
15576615,Giordano,Male,37,Spain,719,10,145382.61,1,1,0,80408.59,0
15627220,Kang,Female,43,Germany,735,9,98807.45,1,0,0,184570.04,1
15813168,Maslova,Female,39,Germany,756,3,100717.85,3,1,1,73406.04,1
15779529,Grant,Male,32,France,620,7,0.0,2,1,1,34665.79,0
15743871,Nkemdirim,Male,59,France,567,3,0.0,2,1,0,25843.7,1
15620570,Sinnett,Male,43,France,736,4,202443.47,1,1,0,72375.03,0
15774847,Knight,Male,50,France,593,6,171740.69,1,0,0,20893.61,0
15740487,Ross,Female,41,France,627,6,0.0,3,1,1,138700.75,1
15804064,Docherty,Female,35,France,742,2,79126.17,1,1,1,126997.53,0
15665790,Rowntree,Male,39,Germany,538,7,108055.1,2,1,0,27231.26,0
15665402,Panicucci,Male,73,Spain,703,5,137761.55,1,1,1,159677.46,0
15677288,Geach,Male,50,France,599,3,121159.65,1,0,0,4033.39,1
15718247,Hayden,Female,46,Spain,606,8,0.0,2,1,1,183717.94,0
15749345,Simpson,Female,22,France,468,1,76318.64,1,1,1,194783.12,0
15575430,Robson,Female,33,France,579,1,118392.75,1,1,1,157564.75,0
15692631,Bogdanova,Female,44,Spain,577,8,115557.0,1,0,1,127506.76,0
15794580,Ch'en,Male,58,France,599,4,0.0,1,0,0,176407.15,1
15806284,Briggs,Male,31,Spain,739,1,0.0,2,1,1,58469.75,0
15585595,Owens,Female,28,France,774,1,71264.02,2,0,1,68759.57,0
15764237,Manfrin,Male,33,Spain,663,9,0.0,2,0,0,91514.62,0
15597949,Gilbert,Female,47,Germany,768,5,104552.61,1,1,0,48137.08,1
15764033,Lin,Female,43,Germany,693,1,121927.92,1,1,0,87994.95,1
15812482,Young,Male,27,France,575,3,139301.68,1,1,0,99843.98,0
15733447,Gay,Female,51,France,562,1,124662.54,1,1,1,65390.46,1
15595588,Chukwunonso,Female,39,Spain,773,4,0.0,2,0,1,182081.45,0
15661945,Nicolay,Female,40,Spain,623,4,0.0,3,1,0,31669.18,0
15595766,Watts,Male,37,Spain,527,5,93722.73,2,1,1,139093.73,0
15592736,Lucchese,Male,54,Germany,551,5,102994.04,1,1,0,176680.16,1
15688251,Mamelu,Male,43,France,767,1,76408.85,2,1,0,77837.63,0
15753337,Yeates,Male,51,France,555,5,0.0,3,1,0,189122.89,1
15637857,Woolacott,Female,31,France,616,8,0.0,1,0,1,76456.17,0
15753370,McDonald,Female,38,Germany,691,5,114753.76,1,1,0,107665.02,0
15622192,Young,Male,39,Spain,724,3,0.0,2,0,1,95562.81,0
15573309,Ward,Female,48,Spain,626,2,0.0,2,1,1,95794.98,0
15701809,Cavill,Female,28,Spain,749,3,0.0,1,1,0,3408.7,0
15764866,Synnot,Female,43,Germany,539,3,116220.5,3,1,0,55803.96,1
15615245,Shao,Male,19,France,660,5,127649.64,1,1,1,40368.65,0
15584477,K?,Female,35,Spain,655,1,106405.03,1,1,1,82900.25,0
15774401,Chambers,Male,51,Spain,773,4,0.0,2,0,0,123587.83,1
15673074,Obidimkpa,Female,30,Germany,527,6,126663.51,1,1,1,162267.91,0
15710527,Matthews,Female,35,France,782,4,0.0,1,1,1,119565.34,0
15713845,Merrett,Male,38,France,688,7,148045.68,1,1,0,175479.92,1
15692761,Pratt,Male,36,France,718,9,0.0,1,1,0,45909.87,0
15790757,Cody,Female,25,France,769,10,0.0,2,0,0,187925.75,0
15704144,Mazzanti,Male,33,Germany,812,2,127154.14,2,0,1,105383.49,0
15635116,Burgos,Male,60,Spain,659,2,0.0,1,1,0,177480.45,1
15780254,Gartrell,Male,40,France,654,6,0.0,1,0,0,183872.88,1
15691647,McGregor,Female,35,France,411,2,0.0,2,1,1,93825.78,0
15777060,Olszewski,Female,33,France,770,4,0.0,1,1,0,26080.54,1
15588235,Vasilieva,Female,24,France,654,8,145081.73,1,1,1,130075.07,0
15754084,Palazzi,Male,35,Spain,710,1,106518.52,1,1,1,127951.81,0
15707441,White,Male,26,Spain,690,8,116318.23,1,1,1,83253.05,0
15691119,Martin,Male,68,Germany,721,4,136525.99,1,0,0,175399.14,0
15745399,Marino,Female,49,Spain,649,2,0.0,1,1,0,84863.85,1
15569079,Hagins,Male,48,Germany,632,6,126066.26,1,1,0,64345.61,1
15658258,Trejo,Male,43,France,693,6,128760.32,1,1,0,36342.79,0
15727059,Lettiere,Female,40,France,476,4,0.0,2,0,0,182547.04,0
15723006,Gorbunova,Male,38,France,489,8,0.0,2,0,1,196990.79,0
15772148,Ferrari,Female,37,Germany,639,5,151242.48,1,0,1,49637.65,0
15781914,Simmons,Male,32,Germany,718,9,169947.41,2,1,1,27979.16,0
15627847,Woronoff,Male,40,France,850,6,0.0,1,1,0,136985.08,1
15639133,Ku,Female,50,France,773,4,0.0,2,1,0,129372.94,0
15646262,Ross,Male,31,France,622,7,0.0,1,1,0,35408.77,0
15667392,L?,Female,38,Spain,652,6,123081.84,2,1,1,188657.97,0
15654274,Corrie,Male,37,France,540,6,0.0,2,1,0,141998.89,0
15779174,Young,Female,36,France,451,2,0.0,2,1,1,180142.42,0
15645248,Ho,Female,30,France,510,0,0.0,2,1,1,130553.47,0
15634310,Ko,Male,30,France,509,6,0.0,2,1,0,180598.86,0
15603319,Graham,Male,29,France,693,2,151352.74,1,0,0,197145.89,0
15710421,Baresi,Female,36,Spain,774,8,117152.3,1,0,0,101828.39,0
15767781,Godfrey,Male,38,France,648,10,82697.28,1,1,0,74846.67,0
15762351,Chao,Female,63,Spain,689,1,0.0,2,1,1,186526.12,0
15665283,Brookes,Female,57,France,610,7,72092.95,4,0,1,113228.82,1
15625023,Onochie,Male,40,France,682,4,0.0,1,0,1,105352.55,0
15602405,Ryrie,Female,38,Germany,703,9,99167.54,1,1,0,65720.92,0
15807269,Milanesi,Male,43,Germany,690,2,166522.78,1,0,0,119644.59,1
15635893,T'ien,Female,28,France,693,8,0.0,2,1,1,158545.25,0
15728078,Yeh,Male,26,France,609,10,126392.18,1,0,1,43651.49,0
15670646,Moore,Female,42,Spain,499,0,147187.84,1,1,1,14868.94,1
15733705,Bull,Female,30,France,577,8,92472.1,2,0,1,126434.61,0
15735203,Seleznyov,Female,32,Germany,654,1,114510.85,1,1,1,126143.23,0
15805413,Chiang,Female,31,France,769,6,117852.26,2,1,0,147668.64,0
15800793,St Clair,Female,39,Germany,477,4,182491.57,1,1,0,185830.72,0
15742613,Warner,Female,42,Germany,773,8,152324.66,2,1,0,171733.22,0
15764153,Rowe,Female,33,France,704,0,130499.09,2,1,1,74804.36,0
15718064,Chia,Male,29,Spain,635,2,0.0,2,0,0,117173.8,0
15610653,Belov,Female,38,Spain,733,5,0.0,2,1,1,1271.51,0
15788224,Sanderson,Male,45,Germany,669,1,123949.75,1,0,0,110881.56,0
15686983,Rohu,Female,25,Germany,678,10,76968.12,2,0,1,131501.72,0
15773605,Iadanza,Female,32,Spain,670,3,0.0,2,1,0,46175.7,0
15589329,Pirozzi,Male,30,France,775,4,0.0,2,1,0,49337.84,0
15608166,Fallaci,Male,36,France,761,9,127637.92,1,1,1,81062.93,0
15793949,Cheng,Female,48,France,726,4,0.0,1,1,0,114020.06,1
15734659,Sozonov,Female,46,Germany,640,5,107978.4,2,1,0,155876.06,0
15683522,Kennedy,Female,37,Germany,678,2,113383.07,1,1,1,135123.96,0
15660636,Carpenter,Female,40,Spain,540,8,0.0,2,1,0,3560.0,0
15775949,Trevisani,Female,38,France,612,7,110615.47,1,1,1,193502.93,0
15731511,Ritchie,Male,45,France,808,7,118626.55,2,1,0,147132.46,0
15703728,Chieloka,Male,47,Spain,700,4,0.0,1,1,0,121798.52,1
15678129,Hill,Female,45,Spain,643,9,150840.03,2,1,0,155516.35,0
15730639,Fiorentino,Male,23,France,715,7,139224.92,2,1,0,65057.71,0
15641773,Browne,Male,45,Germany,580,2,179334.83,2,1,1,169303.65,0
15659843,Li,Female,46,France,643,6,0.0,2,0,0,106781.59,0
15691723,Chukwudi,Male,55,Spain,631,9,99685.06,1,1,0,114474.98,0
15568487,Gorshkov,Male,35,France,712,7,124616.23,1,1,1,69320.97,0
15682547,Lucchese,Male,38,France,649,1,122214.0,1,0,1,88965.46,0
15672115,Lettiere,Male,60,France,679,6,0.0,2,1,1,77331.77,0
15686461,Sarratt,Female,56,France,558,7,121235.05,2,1,1,116253.1,0
15714057,Windradyne,Male,40,Spain,528,4,0.0,2,1,0,25399.7,0
15754849,Tyler,Female,32,Germany,776,4,109421.13,2,1,1,126517.46,0
15684484,White,Male,22,France,543,8,0.0,2,0,0,127587.22,0
15739476,Ferrari,Female,32,France,680,5,0.0,1,1,1,150684.23,0
15684010,Tuan,Female,74,Germany,640,2,116800.25,1,1,1,34130.43,0
15611756,Chapman,Female,47,Germany,537,4,124192.28,2,1,1,50881.51,0
15589975,Maclean,Female,73,France,646,6,97259.25,1,0,1,104719.66,0
15606133,Lay,Male,42,Spain,628,7,0.0,2,0,1,172967.87,0
15573171,Liao,Male,63,Spain,695,1,146202.93,1,1,1,126688.83,1
15598088,Ni,Male,25,Spain,559,5,0.0,2,1,1,163221.22,0
15595303,Johnston,Male,46,Germany,736,5,130812.91,1,1,1,77981.54,1
15756272,James,Female,35,Germany,526,9,118536.4,1,1,0,40980.87,1
15704844,Hsiung,Male,62,Spain,550,7,80927.56,1,0,1,64490.67,0
15599976,Bellasis,Female,27,France,749,9,0.0,2,1,0,132734.87,0
15787161,Pisani,Male,46,Germany,591,4,129269.27,1,1,0,163504.33,0
15781409,Lazarev,Female,28,France,834,6,0.0,1,1,0,74287.53,0
15779711,Gray,Female,38,Spain,750,7,97257.41,2,0,1,179883.04,0
15590637,Ahmed,Male,41,France,721,7,0.0,2,0,1,61018.85,0
15605622,McMillan,Male,28,Spain,841,4,0.0,2,1,1,179436.6,0
15787222,Ch'in,Male,28,Germany,676,1,69459.05,2,1,1,128461.29,0
15785170,Neal,Female,32,Germany,850,0,116968.91,1,0,0,175094.62,0
15720706,Hsing,Female,39,Spain,529,2,82766.43,1,1,1,122925.44,0
15723886,Fiore,Male,20,Germany,767,3,119714.25,2,0,1,150135.38,0
15777122,Esomchi,Female,31,France,553,4,0.0,2,1,1,89087.4,0
15669987,Sung,Female,35,Germany,728,8,125884.95,2,1,0,54359.02,1
15788022,Sternberg,Female,41,Germany,802,4,90757.64,2,0,1,169183.66,0
15776348,Rogers,Male,20,Germany,835,4,124365.42,1,0,0,180197.74,1
15759913,Trentini,Male,43,Germany,553,6,85200.82,2,1,1,160574.09,0
15583863,Chimaobim,Male,49,Germany,681,8,142946.18,1,0,0,187280.51,1
15702741,Potts,Male,32,France,601,8,93012.89,1,1,0,86957.42,0
15684196,Aitken,Female,55,France,627,2,159441.27,1,1,0,100686.11,1
15703354,Aksenov,Female,33,France,808,2,103516.87,1,1,0,113907.8,0
15704788,Krawczyk,Female,49,Spain,812,8,66079.45,2,0,0,91556.57,1
15636673,Onwuatuegwu,Male,31,France,667,1,119266.69,1,1,1,28257.63,0
15623102,Nnaemeka,Male,38,Spain,713,6,116980.78,2,0,1,76038.38,0
15684999,Ch'eng,Female,26,France,850,4,62610.96,2,0,1,179365.1,0
15658459,Bates,Male,33,Spain,784,10,0.0,2,1,0,162022.47,0
15598894,Holt,Male,38,Spain,784,10,122267.85,1,0,0,145759.93,0
15779423,K?,Male,39,France,716,1,70657.61,2,1,1,76476.05,0
15657284,Day,Male,47,Germany,674,6,106901.94,1,1,1,2079.2,1
15672132,Butusov,Female,42,France,695,7,121453.63,1,0,0,46374.64,0
15661198,Howard,Male,34,Germany,727,2,146407.11,1,1,1,72073.72,0
15689781,Ts'ai,Female,49,France,826,0,0.0,1,0,0,178709.98,1
15609562,MacDonald,Female,43,Spain,774,1,116360.07,1,1,0,17004.14,0
15674368,Riley,Female,39,France,738,1,94435.45,2,0,1,189430.86,0
15655859,Munro,Male,35,Spain,848,5,120046.74,2,1,0,84710.65,0
15612187,Morin,Male,32,Germany,547,8,155726.85,1,1,0,67789.99,0
15567063,Manna,Female,34,Germany,766,6,106434.94,1,0,1,137995.66,1
15629985,Eidson,Female,47,Germany,723,10,90450.0,2,0,0,103379.31,1
15711015,Hammonds,Male,36,France,743,4,0.0,2,1,1,190911.02,0
15627195,Parrott,Male,26,Germany,568,1,112930.28,2,1,0,22095.73,0
15589563,Purdy,Male,31,Spain,531,2,118899.45,2,0,0,41409.36,0
15722061,Allen,Female,41,Germany,619,8,142015.76,2,1,0,114323.66,0
15794360,Hao,Female,70,Germany,592,5,71816.74,2,1,0,105096.82,1
15670822,Palmer,Female,22,France,719,7,114415.84,1,1,1,177497.4,0
15771750,Sawtell,Female,36,Germany,655,10,122314.39,1,1,0,9181.66,0
15806307,Favors,Male,37,France,537,3,0.0,2,1,1,20603.32,0
15644765,Ashton,Male,26,Germany,689,4,120727.97,1,0,1,149073.88,0
15594902,Lombardi,Male,38,France,518,3,90957.81,1,0,1,162304.59,0
15729954,Azuka,Female,28,France,586,5,0.0,3,1,0,170487.4,1
15636872,Amadi,Female,32,France,585,8,144705.87,2,0,0,171482.56,0
15742609,Lombardo,Male,28,Germany,600,2,116623.31,1,0,1,59905.29,0
15671345,Piccio,Female,42,Spain,531,6,75302.85,2,0,0,57034.35,0
15675794,Hsing,Male,47,Germany,645,9,152076.93,1,1,0,121840.2,1
15741197,Calzada,Male,22,Spain,710,8,0.0,3,1,0,107292.91,0
15758306,T'an,Male,32,France,654,6,0.0,2,1,1,137898.57,0
15650933,Ma,Female,48,Spain,490,8,155413.06,1,1,0,187921.3,0
15780746,Tyndall,Male,61,France,705,4,0.0,2,1,1,191313.7,0
15798385,Grave,Female,46,Spain,512,3,0.0,2,1,1,56408.14,0
15585768,Cameron,Male,41,Germany,582,6,70349.48,2,0,1,178074.04,0
15631072,Huie,Male,38,France,690,1,94456.0,2,0,1,55034.02,0
15634245,Muecke,Female,47,Germany,758,9,95523.16,1,1,0,73294.48,0
15618816,Yu,Female,40,Germany,670,2,147171.2,1,0,1,69850.04,0
15632859,Chukwudi,Male,36,France,444,7,0.0,2,0,1,138743.86,0
15576526,Steele,Male,36,Spain,850,6,0.0,2,0,1,41291.05,0
15608246,Wentcher,Female,36,Germany,736,8,103914.17,1,1,1,110035.88,1
15790594,Bednall,Female,27,France,535,6,0.0,2,0,1,49775.58,0
15578980,Piazza,Female,33,Spain,516,3,0.0,2,1,1,58685.59,0
15729238,Peng,Male,48,Germany,631,1,106396.48,1,1,1,150661.42,1
15572631,Ndubuisi,Male,25,France,609,10,0.0,1,0,1,109895.16,0
15593782,Brookes,Female,38,Germany,816,5,130878.75,3,1,0,71905.77,1
15576131,Phillips,Male,40,France,666,5,0.0,2,1,0,147878.05,0
15638806,Blackburn,Male,49,Spain,645,2,0.0,2,0,0,10023.15,0
15742210,Ugochukwu,Male,38,France,700,9,65962.63,1,1,1,100950.48,0
15710687,Mills,Female,33,France,593,0,95927.04,1,1,0,199478.05,0
15776128,Hs?,Female,44,France,716,6,155114.9,1,0,0,133871.83,0
15734491,Lombardo,Female,36,Spain,676,4,0.0,2,1,1,3173.31,0
15811877,Shao,Female,36,France,700,4,0.0,2,1,0,130789.15,0
15695465,Gibson,Female,36,France,638,6,0.0,1,1,0,164247.51,0
15658435,Hingston,Female,27,France,781,5,0.0,2,0,0,72969.9,0
15690925,McIntosh,Female,29,Spain,527,2,27755.97,1,1,0,97468.44,1
15569452,Butler,Female,58,Germany,652,3,116353.2,2,0,1,193502.9,0
15781347,Okagbue,Female,41,France,600,1,0.0,2,1,1,91193.65,0
15648362,Kennedy,Male,45,Germany,728,3,108924.33,2,1,0,84300.4,1
15658233,Naylor,Female,41,France,724,5,109798.25,1,0,1,149593.61,0
15632967,Feng,Male,34,France,520,3,0.0,2,1,1,104703.96,0
15706799,Macknight,Male,44,Spain,719,4,0.0,1,0,0,84972.9,1
15772412,Corser,Male,30,Spain,554,6,135370.12,1,1,1,179689.05,1
15747174,Hao,Male,58,Germany,526,9,190298.89,2,1,1,191263.76,0
15655632,MacDonald,Male,27,France,655,2,131691.33,1,1,0,49480.66,0
15763665,Y?,Female,28,France,833,4,136674.51,2,0,0,5278.78,0
15581736,Bartlett,Male,47,Germany,673,1,183579.54,2,0,1,34047.54,0
15813192,Chukwuemeka,Male,25,France,494,6,0.0,2,0,1,109988.09,0
15804002,Kovalev,Female,33,France,691,1,128306.83,1,1,1,113580.79,0
15707138,Nagy,Male,39,Spain,679,5,0.0,2,1,1,100060.54,0
15672692,Yin,Female,42,France,787,10,145988.65,2,1,1,79510.37,0
15763029,Ch'iu,Male,46,Germany,612,9,161450.03,1,1,1,96961.0,1
15646784,Cochran,Female,31,France,529,2,164003.05,2,1,1,60993.23,0
15633461,Pai,Male,38,Germany,639,5,130170.82,1,1,1,149599.62,0
15797197,Macleod,Male,29,Spain,678,6,0.0,2,1,0,64443.75,0
15765192,Jones,Male,26,France,564,7,84006.88,2,0,0,183490.99,0
15779103,Cantamessa,Female,39,Germany,527,9,96748.89,2,1,0,94711.43,0
15680666,Berry,Female,39,Spain,579,2,151963.26,2,1,0,158948.63,0
15611961,Stewart,Male,35,France,615,7,0.0,2,1,0,150784.29,0
15611635,Chu,Female,39,Spain,678,6,0.0,1,0,1,185366.56,0
15664860,Chao,Female,47,Spain,692,3,0.0,2,1,0,150802.41,1
15799966,Chigolum,Female,59,Germany,792,9,101609.77,1,0,0,161479.19,1
15729574,Lu,Male,71,Spain,616,4,0.0,2,1,1,173599.38,0
15737051,Denisov,Male,27,France,639,8,0.0,2,1,0,192247.35,0
15706116,McKay,Female,30,Germany,659,8,154159.51,1,1,0,40441.1,0
15638882,Cardell,Female,62,Germany,710,9,148214.36,1,1,0,48571.14,1
15773013,Uvarov,Female,47,France,633,0,0.0,1,1,1,6342.84,1
15613216,Cameron,Female,39,Spain,639,1,141789.15,1,1,0,92455.96,0
15698271,Graham,Female,26,France,523,4,0.0,2,1,0,185488.81,0
15723654,Tsao,Male,25,France,773,2,135903.33,1,1,0,73656.38,0
15675926,Ardis,Male,34,Germany,655,7,118028.35,1,1,0,51226.32,1
15672499,Iadanza,Male,34,France,635,3,134692.4,2,1,1,83773.02,0
15583090,Komar,Female,29,Spain,581,8,0.0,2,1,0,46735.19,0
15781598,Middleton,Male,41,Germany,756,6,149049.92,1,0,1,50422.36,1
15631800,Pagnotto,Male,37,France,474,3,98431.37,1,0,0,75698.44,0
15718843,Maslova,Male,41,Spain,769,1,72509.91,1,1,0,25723.73,0
15607314,Chiefo,Male,53,Spain,536,2,143923.96,1,1,0,2019.78,1
15710390,Uspensky,Female,39,France,655,6,94631.26,2,1,1,148948.52,0
15729279,Naylor,Female,25,France,718,4,108691.95,1,1,0,63030.97,0
15669664,Thompson,Male,54,Germany,574,1,99774.5,1,0,0,4896.11,1
15781710,Carey,Female,31,Spain,558,7,0.0,2,1,0,166720.28,0
15634815,Hunt,Female,37,France,701,3,0.0,2,1,1,164268.28,0
15690440,Stiles,Male,47,Spain,656,1,0.0,2,1,1,197961.93,0
15812982,Francis,Male,38,Spain,509,2,0.0,1,0,0,168460.12,0
15780966,Pritchard,Female,32,France,709,2,0.0,2,0,0,109681.29,0
15628824,Burton,Female,37,France,665,5,160389.82,1,0,1,183542.08,0
15781530,Hsieh,Male,21,France,690,8,0.0,2,1,1,155782.89,0
15791535,Caraway,Male,28,France,592,5,137222.77,1,0,0,39608.58,0
15654562,Ma,Female,45,Spain,850,5,174088.3,4,1,0,5669.31,1
15612524,Hunt,Male,41,Germany,643,2,127841.52,1,1,0,172363.41,0
15768495,Chidimma,Female,32,France,700,8,110923.15,2,1,1,161845.81,1
15645778,Reid,Male,42,Spain,670,3,81589.04,1,1,0,188227.8,0
